試合日,年月,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,2,,山近哲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,3,,クレクバルトシュ,3,■,■,■,nan,nan,28,19,0,67.9,67.9,6.33,14,11,0,78.6,0,-,10,1,2,5,17.5,1,0,1,50.0,20
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,4,,伏見大和,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,5,,前田一誠,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,6,,近裕崇,3,■,■,■,nan,nan,4,2,0,50.0,50.0,0.67,0,0,0,-,1,0.33,10,0,1,1,0.0,1,1,0,100.0,3
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,11,,傳田亮太,3,■,■,■,nan,nan,3,2,1,66.7,33.3,0.67,0,0,0,-,2,0.67,11,3,0,3,34.1,0,0,0,-,7
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,13,,小山貴稀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,19,,高橋良,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,20,,川口太一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,21,,永露元稀,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,2,0.67,10,0,2,2,0.0,0,0,0,-,3
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,22,,高梨健太,3,■,■,■,nan,nan,17,8,2,47.1,35.3,2.67,5,2,1,40.0,2,0.67,16,3,7,2,10.9,15,5,4,46.7,13
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,23,,勝岡将斗,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,24,L,小川智大,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,11,3,65.8,0
2022-04-10,2022-04,ウルフドッグス名古屋,サントリーサンバーズ,3,0,1,26,,山崎彰都,3,■,■,■,nan,nan,18,10,3,55.6,38.9,3.33,3,1,2,33.3,0,-,12,1,3,3,8.3,17,10,3,67.6,11
2022-04-10,2022-04,サントリーサンバーズ,ウルフドッグス名古屋,0,3,0,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,7,2,66.7,0
2022-04-10,2022-04,サントリーサンバーズ,ウルフドッグス名古屋,0,3,0,3,,小野遥輝,1,■,nan,nan,nan,nan,3,0,1,0.0,-33.3,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
